StationID	VisitNum	VisitType	GroupNumber	NominalTier_Calc	NominalMem_Calc	SecondTier_Calc	SecondMem_Calc	NominalTier_QC	NominalMem_QC	SecondTier_QC	SecondMem_QC	Check_2ndMem	
_NA_	10040_1_06-B-117-Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10041_1_06-B-118-First_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10041_1_06-B-118-RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10041_1_06-B-118-Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10041_2_06-B-119-First_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10041_2_06-B-119-RANQ_Kick Net 2M2	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	10041_2_06-B-119-Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10041_2_06-B-119-Third_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10081_1_06-B-120-First_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10081_1_06-B-120-RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	10081_1_06-B-120-Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10081_1_06-B-120-Third_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10082_1_06-B-121-First_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10082_1_06-B-121-RANQ_Kick Net 2M2	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	10082_1_06-B-121-Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10114_1_06-B-122-RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10114_1_06-B-122_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10116_1_06-B-123-RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	10116_1_06-B-123_Kick Net 2M2	bug	1	5	0.894230769	4	0.105769231	5	0.894230769	4	0.105769231	TRUE	
_NA_	10117_1_06-B-124-First_Kick Net 2M2	bug	1	4	0.798941799	5	0.201058201	4	0.798941799	5	0.201058201	TRUE	
_NA_	10117_1_06-B-124-RANQ_Kick Net 2M2	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	10117_1_06-B-124-Second_Kick Net 2M2	bug	1	5	0.598130841	4	0.401869159	5	0.598130841	4	0.401869159	TRUE	
_NA_	10118_1_06-B-125-RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	10118_1_06-B-125_Kick Net 2M2	bug	1	4	0.809045226	5	0.190954774	4	0.809045226	5	0.190954774	TRUE	
_NA_	10119_1_06-B-126-First_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	10119_1_06-B-126-RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10119_1_06-B-126-Second_Kick Net 2M2	bug	1	4	0.75	5	0.25	4	0.75	5	0.25	TRUE	
_NA_	10120_1_06-B-127-First_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	10120_1_06-B-127-RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	10120_1_06-B-127-Second_Kick Net 2M2	bug	1	4	0.75862069	5	0.24137931	4	0.75862069	5	0.24137931	TRUE	
_NA_	11840_1_07-B-010 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11840_1_07-B-010_Kick Net 2M2	bug	1	2	0.928571429	3	0.071428571	2	0.928571429	3	0.071428571	TRUE	
_NA_	11841_1_07-B-011 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11841_1_07-B-011_Kick Net 2M2	bug	1	3	0.857142857	2	0.142857143	3	0.857142857	2	0.142857143	TRUE	
_NA_	11842_1_07-B-017 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11842_1_07-B-017 Second_Kick Net 2M2	bug	1	5	0.83248731	4	0.16751269	5	0.83248731	4	0.16751269	TRUE	
_NA_	11842_1_07-B-017_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11843_1_07-B-018 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11843_1_07-B-018 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11843_1_07-B-018_Kick Net 2M2	bug	1	5	0.877005348	4	0.122994652	5	0.877005348	4	0.122994652	TRUE	
_NA_	11844_1_07-B-019 RANQ_Kick Net 2M2	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	11844_1_07-B-019 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11844_1_07-B-019_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11845_1_07-B-020 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11845_1_07-B-020 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11845_1_07-B-020_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11846_1_07-B-021 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11846_1_07-B-021_Kick Net 2M2	bug	1	5	0.985507246	4	0.014492754	5	0.985507246	4	0.014492754	TRUE	
_NA_	11847_1_07-B-012 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11847_1_07-B-012 Second_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11847_1_07-B-012_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11848_1_07-B-013 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	11848_1_07-B-013_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11849_1_07-B-014 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11849_1_07-B-014 Second_Kick Net 2M2	bug	1	3	0.884615385	2	0.115384615	3	0.884615385	2	0.115384615	TRUE	
_NA_	11849_1_07-B-014_Kick Net 2M2	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	11850_1_07-B-015 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11850_1_07-B-015_Kick Net 2M2	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	11851_1_07-B-016 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11851_1_07-B-016_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11852_1_07-B-022 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11852_1_07-B-022 Second_Kick Net 2M2	bug	1	4	0.5	5	0.5	4	0.5	5	0.5	TRUE	
_NA_	11852_1_07-B-022 Third_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11852_1_07-B-022_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11853_1_07-B-023 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	11853_1_07-B-023 Second_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11853_1_07-B-023 Third_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11853_1_07-B-023_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11854_1_07-B-024 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	11854_1_07-B-024_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11865_1_07-B-030 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11865_1_07-B-030 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11865_1_07-B-030_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11866_1_07-B-031 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11866_1_07-B-031 Second_Kick Net 2M2	bug	1	4	0.937984496	5	0.062015504	4	0.937984496	5	0.062015504	TRUE	
_NA_	11866_1_07-B-031_Kick Net 2M2	bug	1	5	0.768472906	4	0.231527094	5	0.768472906	4	0.231527094	TRUE	
_NA_	11868_1_07-B-025 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	11868_1_07-B-025 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11868_1_07-B-025_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11869_1_07-B-026 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11869_1_07-B-026_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11870_1_07-B-027 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11870_1_07-B-027 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11870_1_07-B-027_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11871_1_07-B-028 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11871_1_07-B-028 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11871_1_07-B-028_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11872_1_07-B-029 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11872_1_07-B-029 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11872_1_07-B-029_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11876_1_07-B-039 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11876_1_07-B-039_Kick Net 2M2	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	11877_1_07-B-036 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11877_1_07-B-036 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11877_1_07-B-036_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11879_1_07-B-037 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11879_1_07-B-037_Kick Net 2M2	bug	1	3	0.75	4	0.25	3	0.75	4	0.25	TRUE	
_NA_	11880_1_07-B-035 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11880_1_07-B-035_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11881_1_07-B-038 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11881_1_07-B-038_Kick Net 2M2	bug	1	2	0.5	3	0.5	2	0.5	3	0.5	TRUE	
_NA_	11882_1_07-B-033 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11882_1_07-B-033_Kick Net 2M2	bug	1	4	0.928571429	2	0.071428571	4	0.928571429	2	0.071428571	TRUE	
_NA_	11883_1_07-B-034 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11883_1_07-B-034 Second_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11883_1_07-B-034_Kick Net 2M2	bug	1	4	0.56	3	0.44	4	0.56	3	0.44	TRUE	
_NA_	11884_1_07-B-032 Second_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11884_1_07-B-032 Third_Kick Net 2M2	bug	1	3	0.5	4	0.5	3	0.5	4	0.5	TRUE	
_NA_	11884_1_07-B-032_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11885_1_07-B-040 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11885_1_07-B-040_Kick Net 2M2	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	11886_1_07-B-041 RANQ_NQ Kick	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	11886_1_07-B-041_NQ Kick	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	11887_1_07-B-042 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11887_1_07-B-042_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11889_1_07-B-043 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11889_1_07-B-043_Kick Net 2M2	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	11906_1_07-B-044 whole_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11907_1_07-B-045 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	11907_1_07-B-045_Kick Net 2M2	bug	1	2	0.642857143	3	0.357142857	2	0.642857143	3	0.357142857	TRUE	
_NA_	11951_1_07-B-046 RANQ_Kick Net 2M2	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	11951_1_07-B-046 Second_Kick Net 2M2	bug	1	5	0.505154639	4	0.494845361	5	0.505154639	4	0.494845361	TRUE	
_NA_	11951_1_07-B-046_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11952_1_07-B-047 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11952_1_07-B-047_Kick Net 2M2	bug	1	2	0.905405405	3	0.094594595	2	0.905405405	3	0.094594595	TRUE	
_NA_	11953_1_07-B-048 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	11953_1_07-B-048_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11956_1_07-B-050 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11956_1_07-B-050_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	11958_1_07-B-052 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	11958_1_07-B-052 Second_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	11958_1_07-B-052_Kick Net 2M2	bug	1	3	0.507853403	4	0.492146597	3	0.507853403	4	0.492146597	TRUE	
_NA_	12000_1_07-B-055 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	12000_1_07-B-055 Second_Kick Net 2M2	bug	1	4	0.75	5	0.25	4	0.75	5	0.25	TRUE	
_NA_	12000_1_07-B-055 Third_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12000_1_07-B-055_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12001_1_07-B-056 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12001_1_07-B-056_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12002_1_07-B-057 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12002_1_07-B-057_Kick Net 2M2	bug	1	3	0.811881188	4	0.188118812	3	0.811881188	4	0.188118812	TRUE	
_NA_	12007_1_07-B-058 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	12007_1_07-B-058 Second_Kick Net 2M2	bug	1	2	0.738095238	3	0.261904762	2	0.738095238	3	0.261904762	TRUE	
_NA_	12007_1_07-B-058_Kick Net 2M2	bug	1	2	0.5	3	0.5	2	0.5	3	0.5	TRUE	
_NA_	12008_1_07-B-059 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	12008_1_07-B-059_Kick Net 2M2	bug	1	2	0.5	3	0.5	2	0.5	3	0.5	TRUE	
_NA_	12009_1_07-B-060 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12009_1_07-B-060_Kick Net 2M2	bug	1	2	1	NA	0	2	1	2	0	FALSE	
_NA_	12010_1_07-B-061 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12010_1_07-B-061_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	12011_1_07-B-062 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12011_1_07-B-062 Second_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	12011_1_07-B-062_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	12030_1_07-B-063 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12030_1_07-B-063_Kick Net 2M2	bug	1	4	0.968911917	5	0.031088083	4	0.968911917	5	0.031088083	TRUE	
_NA_	12031_1_07-B-064 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	12031_1_07-B-064 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12031_1_07-B-064 Third_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12031_1_07-B-064_Kick Net 2M2	bug	1	5	0.826815642	4	0.173184358	5	0.826815642	4	0.173184358	TRUE	
_NA_	12033_1_07-B-066 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	12033_1_07-B-066 Second_Kick Net 2M2	bug	1	5	0.55721393	4	0.44278607	5	0.55721393	4	0.44278607	TRUE	
_NA_	12033_1_07-B-066_Kick Net 2M2	bug	1	4	0.519607843	5	0.480392157	4	0.519607843	5	0.480392157	TRUE	
_NA_	12034_1_07-B-067 RANQ_Kick Net 2M2	bug	1	6	0.75	5	0.25	6	0.75	5	0.25	TRUE	
_NA_	12034_1_07-B-067 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12034_1_07-B-067_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12035_1_07-B-068 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12035_1_07-B-068 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12035_1_07-B-068_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12036_1_07-B-069 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12036_1_07-B-069 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12036_1_07-B-069_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12037_1_07-B-070 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	12037_1_07-B-070 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12037_1_07-B-070_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12038_1_07-B-071 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	12038_1_07-B-071 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12038_1_07-B-071_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12046_1_07-B-078 First_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12046_1_07-B-078 Fourth_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12046_1_07-B-078 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12046_1_07-B-078 Second_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12046_1_07-B-078 Third_Kick Net 2M2	bug	1	4	0.5	5	0.5	4	0.5	5	0.5	TRUE	
_NA_	12051_1_07-B-080 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12051_1_07-B-080_Kick Net 2M2	bug	1	2	0.5	3	0.5	2	0.5	3	0.5	TRUE	
_NA_	12052_1_07-B-081 RANQ_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12052_1_07-B-081_Kick Net 2M2	bug	1	3	1	NA	0	3	1	3	0	FALSE	
_NA_	12053_1_07-B-082 RANQ_Kick Net 2M2	bug	1	5	0.5	6	0.5	5	0.5	6	0.5	TRUE	
_NA_	12053_1_07-B-082 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
_NA_	12053_1_07-B-082 Third_Kick Net 2M2	bug	1	4	0.504424779	5	0.495575221	4	0.504424779	5	0.495575221	TRUE	
_NA_	12053_1_07-B-082_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12054_1_07-B-083 RANQ_Kick Net 2M2	bug	1	6	1	NA	0	6	1	6	0	FALSE	
_NA_	12054_1_07-B-083 Second_Kick Net 2M2	bug	1	4	0.883408072	5	0.116591928	4	0.883408072	5	0.116591928	TRUE	
_NA_	12054_1_07-B-083_Kick Net 2M2	bug	1	4	1	NA	0	4	1	4	0	FALSE	
_NA_	12055_1_07-B-084 RANQ_Kick Net 2M2	bug	1	5	0.75	6	0.25	5	0.75	6	0.25	TRUE	
_NA_	12055_1_07-B-084 Second_Kick Net 2M2	bug	1	5	1	NA	0	5	1	5	0	FALSE	
