"SAMPLEID"	"INDEX_NAME"	"SITE_TYPE"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"
"14291_1_817_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"14292_1_821_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	1	0	0	0	0
"14293_1_826_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.443983402489626	0.443983402489626	0.1120332	0	0
"14294_1_831_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"14295_1_836_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"14296_1_841_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0.557093425605536	0.44290657	0
"14297_1_845_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"14298_1_850_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.954545454545455	0.04545455	0	0	0
"14299_1_854_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.606382978723404	0.39361702	0	0	0
"14300_1_859_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.134146341463415	0.86585366	0	0	0
"14301_1_864_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.5	0.5	0	0	0
"14302_1_869_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.6	0.4	0	0	0
"14303_1_874_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.0350194552529182	0.0350194552529182	0.92996109	0	0
"14304_1_2158_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0.25	0.75	0	0	0
"14305_1_2255_TT Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0.5	0.5	0	0
"14321"	"BCG_CT_2015"	"fish02"	0	1	0	0	0	0
"14322"	"BCG_CT_2015"	"fish02"	0	0.385245901639344	0.6147541	0	0	0
"14323"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14324"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14325"	"BCG_CT_2015"	"fish02"	0	0.0662650602409638	0.93373494	0	0	0
"14326"	"BCG_CT_2015"	"fish02"	0	0.233128834355828	0.76687117	0	0	0
"14327"	"BCG_CT_2015"	"fish03"	0	0.0963855421686747	0.90361446	0	0	0
"14328"	"BCG_CT_2015"	"fish02"	0	0.27536231884058	0.300724637681159	0.42391304	0	0
"14329"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14330"	"BCG_CT_2015"	"fish03"	0	0	0.0767716535433072	0.92322835	0	0
"14331"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14332"	"BCG_CT_2015"	"fish02"	0	0	0.0833333333333333	0.91666667	0	0
"14334"	"BCG_CT_2015"	"fish01"	0	1	0	0	0	0
"14335"	"BCG_CT_2015"	"fish02"	0	0	0	0	1	0
"14336"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14337"	"BCG_CT_2015"	"fish01"	0	0	0.5	0.5	0	0
"14338"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14339"	"BCG_CT_2015"	"fish01"	0	1	0	0	0	0
"1437_1_180- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"14375_1_14375_Electrofishing"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"14397"	"BCG_CT_2015"	"fish01"	0	1	0	0	0	0
"14398"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14399"	"BCG_CT_2015"	"fish02"	0	1	0	0	0	0
"14400"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14401"	"BCG_CT_2015"	"fish02"	0	0	0	0	1	0
"14402"	"BCG_CT_2015"	"fish02"	0	0.468085106382979	0.53191489	0	0	0
"14403"	"BCG_CT_2015"	"fish02"	0	0	0.0833333333333333	0.91666667	0	0
"14435"	"BCG_CT_2015"	"fish01"	0	0	0	1	0	0
"14436"	"BCG_CT_2015"	"fish03"	0	0	0	0	1	0
"14437"	"BCG_CT_2015"	"fish02"	0	0.879227053140097	0	0.12077295	0	0
"14438"	"BCG_CT_2015"	"fish03"	0	0	0	0	1	0
"14439"	"BCG_CT_2015"	"fish01"	0	0	1	0	0	0
"14440"	"BCG_CT_2015"	"fish03"	0	0	0.553763440860215	0.44623656	0	0
"14441"	"BCG_CT_2015"	"fish01"	0	0	0	0	1	0
"14442_1_145- BI_Kick Net BI"	"BCG_CT_2015"	"bug01"	NA	0.6	0.4	0	0	0
"14443_1_FB1- BI_Kick Net BI"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"14459_1_247- NQ_NQ Pick"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"14460"	"BCG_CT_2015"	"fish03"	0	0	1	0	0	0
"14466"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"14467"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"14468"	"BCG_CT_2015"	"fish03"	0	0	0.5	0.5	0	0
"14469"	"BCG_CT_2015"	"fish01"	0	0	1	0	0	0
"1452_1_194-NQ pick_NQ pick"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"1454_1_PT3- RANQ_Kick Net 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"14541"	"BCG_CT_2015"	"fish01"	0	0	0.75	0.25	0	0
"14542"	"BCG_CT_2015"	"fish01"	0	0	0	0	1	0
"14609"	"BCG_CT_2015"	"fish03"	0	0.392712550607287	0.60728745	0	0	0
"14610"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14611"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14612"	"BCG_CT_2015"	"fish01"	0	0	0	1	0	0
"14615"	"BCG_CT_2015"	"fish02"	0	0.932432432432432	0.06756757	0	0	0
"14616"	"BCG_CT_2015"	"fish02"	0	0	0.74390243902439	0.25609756	0	0
"14617"	"BCG_CT_2015"	"fish03"	0	0.137931034482759	0.86206897	0	0	0
"14618"	"BCG_CT_2015"	"fish03"	0	0	0.166666666666667	0.83333333	0	0
"14620"	"BCG_CT_2015"	"fish01"	0	0	0.5	0.5	0	0
"14658"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14659"	"BCG_CT_2015"	"fish02"	0	0.642857142857143	0.35714286	0	0	0
"14685"	"BCG_CT_2015"	"fish01"	0	0	0.5	0.5	0	0
"14686"	"BCG_CT_2015"	"fish01"	0	0	1	0	0	0
"14687"	"BCG_CT_2015"	"fish03"	0	0	0	0.25	0.75	0
"14688"	"BCG_CT_2015"	"fish02"	0	0	0	0	1	0
"14689"	"BCG_CT_2015"	"fish02"	0	0	0	0	1	0
"14715"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14717"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14719"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14723"	"BCG_CT_2015"	"fish03"	0	0	0.75	0.25	0	0
"14724"	"BCG_CT_2015"	"fish03"	0	0	0.5	0.5	0	0
"14726"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"14727"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14764"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14765"	"BCG_CT_2015"	"fish03"	0	0.6415770609319	0.35842294	0	0	0
"14766"	"BCG_CT_2015"	"fish03"	0	0.5	0.5	0	0	0
"14767"	"BCG_CT_2015"	"fish03"	0	0	1	0	0	0
"14768"	"BCG_CT_2015"	"fish03"	0	0	1	0	0	0
"14769"	"BCG_CT_2015"	"fish03"	0	0	0.75	0.25	0	0
"14770"	"BCG_CT_2015"	"fish03"	0	0	1	0	0	0
"14897"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14898"	"BCG_CT_2015"	"fish01"	0	0	0	0	1	0
"14899"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14900"	"BCG_CT_2015"	"fish02"	0	0	0.666666666666667	0.33333333	0	0
"14901"	"BCG_CT_2015"	"fish02"	0	0	0.3	0.7	0	0
"14940"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14941"	"BCG_CT_2015"	"fish02"	0	0.576271186440678	0	0.42372881	0	0
"14942"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"14943"	"BCG_CT_2015"	"fish02"	0	0.5	0.5	0	0	0
"14944"	"BCG_CT_2015"	"fish01"	0	0	0.356194690265487	0	0.64380531	0
"14945"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"14946"	"BCG_CT_2015"	"fish03"	0	0.545454545454545	0.45454545	0	0	0
"14947"	"BCG_CT_2015"	"fish01"	0	0	1	0	0	0
"14948"	"BCG_CT_2015"	"fish03"	0	0.926253687315634	0.07374631	0	0	0
"14949"	"BCG_CT_2015"	"fish01"	0	0	0	1	0	0
"14950"	"BCG_CT_2015"	"fish02"	0	0.757281553398058	0.24271845	0	0	0
"14969"	"BCG_CT_2015"	"fish02"	0	0	0.800546448087432	0.19945355	0	0
"14970"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"14984"	"BCG_CT_2015"	"fish03"	0	0	0.6183970856102	0.38160291	0	0
"14985"	"BCG_CT_2015"	"fish03"	0	0	1	0	0	0
"14986"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"14987"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"15043"	"BCG_CT_2015"	"fish02"	0	0	0	0.785714285714285	0.21428571	0
"15044"	"BCG_CT_2015"	"fish02"	0.5	0.5	0	0	0	0
"15045"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"15057"	"BCG_CT_2015"	"fish02"	0	0.489795918367347	0.51020408	0	0	0
"15058"	"BCG_CT_2015"	"fish02"	0	0.479166666666667	0.52083333	0	0	0
"15094"	"BCG_CT_2015"	"fish01"	0	0	0	0.333333333333333	0.66666667	0
"15461"	"BCG_CT_2015"	"fish02"	0	0	0.617370892018779	0.38262911	0	0
"15462"	"BCG_CT_2015"	"fish02"	0	0	0.772727272727273	0.22727273	0	0
"15463"	"BCG_CT_2015"	"fish03"	0	0	0.5	0.5	0	0
"15464"	"BCG_CT_2015"	"fish03"	0	0	0.75	0.25	0	0
"15465"	"BCG_CT_2015"	"fish02"	0	0.184782608695652	0.81521739	0	0	0
"15466"	"BCG_CT_2015"	"fish02"	0	0	0.485994397759104	0.5140056	0	0
"15467"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"15477"	"BCG_CT_2015"	"fish01"	0	0	0	0	1	0
"15530"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"15531"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"15532"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"15533"	"BCG_CT_2015"	"fish01"	0	0	0	0	1	0
"15551"	"BCG_CT_2015"	"fish01"	0	0	0	0	1	0
"15585"	"BCG_CT_2015"	"fish03"	0	0	0	0.106060606060606	0.89393939	0
"15585_1_09-B-009 SV_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15589"	"BCG_CT_2015"	"fish03"	0	0	0.75	0.25	0	0
"15589_1_09-B-011 SV_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15590"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"15590_1_09-B-012 SV_Screening Voucher 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.5	0.5
"15599"	"BCG_CT_2015"	"fish01"	0	0	0.5	0.5	0	0
"15599_1_09-B-021 SV_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15600"	"BCG_CT_2015"	"fish01"	0	0	1	0	0	0
"15600_1_09-B-020 SV_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15602"	"BCG_CT_2015"	"fish01"	0	0	0	0	0	1
"15603"	"BCG_CT_2015"	"fish01"	0	1	0	0	0	0
"15654_1_09-B-029_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15654_2_09-B-030_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15655_1_09-B-031_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15658_1_09-B-033_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15686_1_09-B-052_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15687_1_09-B-053 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15687_1_09-B-053_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	1	0	0	0
"15691_1_09-B-057_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.75	0.25
"15694_1_09-B-060_screening Voucher 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15700_1_09-B-063_Screening Voucher 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15702_1_09-B-066_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15706_1_09-B-070_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15716_1_09-B-087 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15716_1_09-B-087 Second_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	1	0	0	0
"15716_1_09-B-087_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	1	0	0	0
"15718_1_09-B-078_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15724_1_09-B-089_Screening Voucher 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"15727_1_09-B-092_Screening Voucher 2M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15734"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"15735"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"15736"	"BCG_CT_2015"	"fish02"	0	0	0	0	0.666666666666667	0.33333333
"15737"	"BCG_CT_2015"	"fish02"	0	0	1	0	0	0
"15738"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"15739"	"BCG_CT_2015"	"fish02"	0	0.0154639175257735	0.98453608	0	0	0
"15740"	"BCG_CT_2015"	"fish03"	0	0.25	0.25	0.5	0	0
"15741"	"BCG_CT_2015"	"fish03"	0	0	1	0	0	0
"15742"	"BCG_CT_2015"	"fish03"	0	0	0.25	0.75	0	0
"15743"	"BCG_CT_2015"	"fish03"	0	0	0	0.785714285714285	0.21428571	0
"15757_1_09-B-101_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15763_1_09-B-107_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15764_1_09-B-108_Screening Voucher 1M2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15769_1_09-B-113 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15808_1_09-B-124 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.25	0.75
"15808_1_09-B-124_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"15814_1_09-B-131_Screening 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"15826_1_09-B-136 RANQ_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"15826_1_09-B-136_Kick Net 2m2"	"BCG_CT_2015"	"bug01"	NA	0	1	0	0	0
"15834"	"BCG_CT_2015"	"fish03"	0	0	0	0.214285714285715	0.78571429	0
"15835"	"BCG_CT_2015"	"fish03"	0	0.5	0.5	0	0	0
"1841_1_251-NQ pick_NQ Pick"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18771"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"18772"	"BCG_CT_2015"	"fish03"	0	0	0	1	0	0
"18773"	"BCG_CT_2015"	"fish03"	0	0	0	0.9	0.1	0
"18774"	"BCG_CT_2015"	"fish02"	0	0.645833333333334	0.35416667	0	0	0
"18823_1_18823_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18855_1_18855_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.25	0.75
"18860_1_18860_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"18876_1_18876_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18893_1_18893_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18896_1_18896_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18899_1_18899_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"18915_1_18915_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"18919_1_18919_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.469135802469136	0.5308642	0
"18927_1_18927_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"18928_1_18928_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18937_1_18937_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18938_1_18938_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18940_1_18940_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"18946_1_18946_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.197183098591549	0.8028169	0
"18947_1_18947_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18948_1_18948_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18949_1_18949_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18958_1_18958_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.75	0.25
"18959_1_18959_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18960_1_18960_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.75	0.25
"18974_1_18974_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18975_1_18975_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18980_1_18980_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18992_1_18992_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"18998_1_18998_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19009_1_19009_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19011_1_19011_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19014_1_19014_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.5	0.5
"19015_1_19015_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19023_1_19023_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19024_1_19024_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19026_1_19026_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19041_1_19041_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.5	0.5
"19042_1_19042_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19043_1_19043_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19044_1_19044_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.25	0.75
"19049_1_19049_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.75	0.25	0
"19051_1_19051_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"19052_1_19052_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.75	0.25	0
"19057_1_19057_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.75	0.25
"19065_1_19065_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19075_1_19075_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19082_1_19082_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19083_1_19083_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19084_1_19084_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19085_1_19085_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19086_1_19086_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19087_1_19087_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19088_1_19088_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19090_1_19090_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.094147582697201	0.90585242	0
"19093_1_19093_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19094_1_19094_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19096_1_19096_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19114_1_19114_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19115_1_19115_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19117_1_19117_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19151_1_19151_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.75	0.25	0
"19154_1_19154_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19165_1_19165_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"19179_1_19179_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.5	0.5
"19180_1_19180_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19184_1_19184_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19197_1_19197_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19205_1_19205_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.75	0.25	0
"19206_1_19206_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"1921"	"BCG_CT_2015"	"fish02"	0	0	0	0	1	0
"19211_1_19211_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19212_1_19212_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19214_1_19214_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19215_1_19215_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19216_1_19216_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19217_1_19217_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.293706293706294	0.70629371	0
"19218_1_19218_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0.5	0.5	0	0
"1922"	"BCG_CT_2015"	"fish02"	0	0	0	1	0	0
"19221_1_19221_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19224_1_19224_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.701388888888889	0.29861111	0
"1923"	"BCG_CT_2015"	"fish02"	0	0	0	0	1	0
"19239_1_19239_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19240_1_19240_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19241_1_19241_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.75	0.25	0
"19259_1_19259_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19261_1_19261_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19262_1_19262_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.75	0.25
"19264_1_19264_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19269_1_19269_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19277_1_19277_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19279_1_19279_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19283_1_19283_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19289_1_19289_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19290_1_19290_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19291_1_19291_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"19293_1_19293_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19294_1_19294_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19295_1_19295_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19318_1_19318_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19319_1_19319_Surber"	"BCG_CT_2015"	"bug01"	NA	0	1	0	0	0
"19320_1_19320_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19321_1_19321_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"19322_1_19322_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.5	0.5
"19329_1_19329_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19331_1_19331_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19333_1_19333_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0.191094619666048	0.80890538	0	0
"19345_1_19345_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19354_1_19354_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19358_1_19358_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19359_1_19359_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19374_1_19374_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19399_1_19399_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19400_1_19400_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19413_1_19413_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.5	0.5	0
"19414_1_19414_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19429_1_19429_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19430_1_19430_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19434_1_19434_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.25	0.75	0
"19448_1_19448_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19449_1_19449_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0	1
"19450_1_19450_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19452_1_19452_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	1	0	0
"19454_1_19454_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	1	0
"19455_1_19455_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0.325301204819277	0.6746988	0
"19457_1_19457_Surber"	"BCG_CT_2015"	"bug01"	NA	0	0	0	0.75	0.25
