"INDEX_NAME"	"SITE_TYPE"	"METRIC_NAME"	"SAMPLEID"	"METRIC_VALUE"	"INDEX_REGION"	"LEVEL"	"NUMERIC_RULES"	"SYMBOL"	"LOWER"	"UPPER"	"INCREASE"	"DESCRIPTION"	"RULE_TYPE"	"MEMBERSHIP"	"NAME_WIDE"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19808_2017556_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19895_2017670_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"16965_2017651_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"16960_2016363_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19733_2017795_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19110_2016358_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19731_2016722_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19729_2016719_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19143_2016389_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19734_2016749_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19807_2017555_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19111_2016356_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"17035_2016555_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19110_2016349_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19730_2016721_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"17035_2016556_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19728_2016716_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"17917_2016348_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19809_2017557_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19102_2016341_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19891_2017662_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19802_2017631_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19764_2017517_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19765_2017520_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19983_2017736_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"18208_2016331_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19822_2017637_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"17436_2017758_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19109_2016347_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19919_2017793_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"16111_2016330_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"17014_2017528_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19804_2017548_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"19762_2017515_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"16926_2017531_LF"	1	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	1	"fish01_L4_Rule1_nt_BCG_att12"
"BCG_CT_2015"	"fish01"	"nt_BCG_att12"	"17003_2016537_LF"	0	"fish01"	4	">.5 (0-1)"	">"	0	1	TRUE	NA	"Rule1"	0	"fish01_L4_Rule1_nt_BCG_att12"
